Year,Region,Model,Unit_Sold,Price_USD,Revenue,Sales_Classification
2013,Africa,5 Series,4184,80360,336226240,Low
2020,Middle East,i3,7112,59169,420809928,High
2024,Asia,X3,374,69216,25886784,Low
2022,South America,X5,3451,99972,345003372,Low
2021,North America,X1,4686,84047,393844242,Low
2013,Europe,i8,7824,90616,708979584,High
2022,Middle East,M3,9069,88035,798389415,High
2024,Middle East,5 Series,7744,115793,896700992,High
2022,Asia,X3,8327,34486,287164922,High
2010,Africa,X5,3542,52962,187591404,Low
2015,Middle East,X3,9470,110853,1049777910,High
2013,Europe,M3,2573,48164,123925972,Low
2020,Africa,i8,1632,49746,81185472,Low
2024,Middle East,X1,287,49211,14123557,Low
2019,Asia,X5,4915,91188,448189020,Low
2019,Middle East,3 Series,1983,57756,114530148,Low
2014,Europe,X1,2234,46940,104863960,Low
2023,Africa,5 Series,1306,73454,95930924,Low
2024,South America,5 Series,106,56433,5981898,Low
2024,Asia,X3,9886,106515,1053007290,High
2020,Asia,X3,4010,88205,353702050,Low
2018,North America,X6,683,109636,74881388,Low
2013,Africa,i8,2907,45396,131966172,Low
2010,Middle East,i8,9341,53625,500911125,High
2024,Europe,7 Series,2163,110615,239260245,Low
2020,Africa,i8,6185,106441,658337585,Low
2018,North America,X3,416,70788,29447808,Low
2014,South America,3 Series,3398,73721,250503958,Low
2019,Europe,i3,9091,67025,609324275,High
2022,Asia,i8,3715,41076,152597340,Low
2021,Europe,i3,4284,79200,339292800,Low
2022,Europe,7 Series,9526,100995,962078370,High
2020,Asia,M5,8351,85633,715121183,High
2016,Middle East,3 Series,9037,83876,757987412,High
2012,Africa,7 Series,1065,113426,120798690,Low
2013,Europe,M5,5883,68376,402256008,Low
2021,Europe,i8,3727,103505,385763135,Low
2019,South America,X6,6939,93995,652231305,Low
2018,Europe,5 Series,1215,32212,39137580,Low
2019,Middle East,M3,7324,48603,355968372,High
2022,South America,M5,7673,116609,894740857,High
2010,Asia,M3,4915,82135,403693525,Low
2021,Africa,7 Series,7055,104744,738968920,High
2020,Europe,7 Series,7231,96404,697097324,High
2014,North America,5 Series,2864,101175,289765200,Low
2017,South America,X6,3706,41542,153954652,Low
2019,North America,X6,8756,71695,627761420,High
2016,South America,i8,8225,66264,545021400,High
2023,Europe,7 Series,7256,44060,319699360,High
2023,North America,M3,6582,104912,690530784,Low
2013,North America,7 Series,1836,32122,58975992,Low
2016,Middle East,X5,6134,64408,395078672,Low
2010,Asia,i3,7242,87049,630408858,High
2015,Asia,M5,2959,78200,231393800,Low
2018,Middle East,3 Series,1915,38456,73643240,Low
2012,Africa,X5,6753,105574,712941222,Low
2013,Europe,X5,2548,85182,217043736,Low
2017,Middle East,X1,2632,97049,255432968,Low
2021,Europe,X5,5716,89350,510724600,Low
2014,South America,X3,1880,47577,89444760,Low
2014,South America,i8,5419,113224,613560856,Low
2024,Europe,X3,7020,32599,228844980,High
2010,Middle East,i8,1629,113508,184904532,Low
2015,North America,5 Series,3101,84973,263501273,Low
2023,South America,i8,2926,108821,318410246,Low
2011,South America,M5,8851,75014,663948914,High
2010,Middle East,M5,4037,36766,148424342,Low
2015,Europe,X5,3685,100734,371204790,Low
2014,Europe,i8,2559,94506,241840854,Low
2022,North America,3 Series,3191,39022,124519202,Low
2014,Asia,7 Series,9582,119457,1144636974,High
2018,South America,X3,3901,76061,296713961,Low
2021,Middle East,i3,2648,48038,127204624,Low
2024,South America,X6,3093,46514,143867802,Low
2019,Europe,X5,1097,82362,90351114,Low
2019,Asia,X5,6005,79599,477991995,Low
2022,Asia,X5,9048,89329,808248792,High
2012,North America,X6,2341,58522,137000002,Low
2010,Africa,3 Series,6393,44629,285313197,Low
2023,Asia,X1,1440,107087,154205280,Low
2023,Europe,M5,813,55726,45305238,Low
2017,Middle East,M5,6159,82054,505370586,Low
2024,Middle East,5 Series,7391,112976,835005616,High
2021,Europe,M5,1941,74792,145171272,Low
2014,Asia,M3,4836,114610,554253960,Low
2020,Middle East,i8,7153,93703,670257559,High
2014,Asia,7 Series,3882,96206,373471692,Low
2017,Europe,7 Series,3116,53011,165182276,Low
2017,Asia,X5,4473,46690,208844370,Low
2020,Africa,5 Series,662,30470,20171140,Low
2011,North America,X6,282,92002,25944564,Low
2012,Middle East,7 Series,7673,62644,480667412,High
2019,Europe,i3,2739,52956,145046484,Low
2019,South America,3 Series,5519,77441,427396879,Low
2010,Europe,i8,3274,48926,160183724,Low
2024,Asia,7 Series,4698,115762,543849876,Low
2012,Europe,X5,4537,106607,483675959,Low
2021,North America,X6,3206,107088,343324128,Low
2013,Europe,i8,2097,82573,173155581,Low
2020,Asia,M3,7901,45659,360751759,High
2016,Middle East,5 Series,6347,66795,423947865,Low
2018,Africa,7 Series,4426,114510,506821260,Low
2021,North America,X1,2056,90543,186156408,Low
2014,Europe,5 Series,4187,39948,167262276,Low
2021,Africa,X5,4375,43970,192368750,Low
2010,Middle East,i8,2537,115877,293979949,Low
2011,Africa,X3,8321,113776,946730096,High
2019,Middle East,i3,7749,72476,561616524,High
2011,Asia,i3,858,83034,71243172,Low
2018,South America,X6,8402,69618,584930436,High
2019,Africa,M5,3935,35945,141443575,Low
2016,Middle East,i8,4274,38688,165352512,Low
2011,South America,7 Series,7715,43898,338673070,High
2010,Africa,X1,3457,95540,330281780,Low
2014,Europe,i3,5349,91022,486876678,Low
2021,Asia,5 Series,3902,92499,360931098,Low
2010,Africa,M5,7567,64224,485983008,High
2018,Europe,M5,2431,101420,246552020,Low
2012,South America,i3,601,106796,64184396,Low
2011,Europe,M3,6583,97225,640032175,Low
2023,North America,M5,8177,80779,660529883,High
2022,Asia,X6,5476,86964,476214864,Low
2015,North America,X5,6954,119416,830418864,Low
2012,South America,M5,9842,66742,656874764,High
2014,Africa,X3,8597,40210,345685370,High
2019,Africa,X6,4812,100532,483759984,Low
2023,North America,M3,3607,101838,367329666,Low
2017,Africa,5 Series,1881,31633,59501673,Low
2019,South America,3 Series,8049,119043,958177107,High
2011,Europe,X1,6655,91874,611421470,Low
2021,South America,X5,9002,70190,631850380,High
2022,Africa,M3,3053,71094,217049982,Low
2014,Middle East,M3,5209,100657,524322313,Low
2020,Middle East,i3,6950,85284,592723800,Low
2017,North America,7 Series,3017,90574,273261758,Low
2010,Middle East,X3,5328,49982,266304096,Low
2019,South America,7 Series,4077,39283,160156791,Low
2019,South America,5 Series,6527,42566,277828282,Low
2023,Middle East,M3,4524,71261,322384764,Low
2020,North America,M3,2525,62358,157453950,Low
2022,Asia,X3,955,84815,80998325,Low
2021,Asia,i3,7771,66891,519809961,High
2022,Middle East,5 Series,1685,102472,172665320,Low
2021,Middle East,M5,904,53604,48458016,Low
2013,Middle East,7 Series,5016,79396,398250336,Low
2014,Middle East,X3,7579,33309,252448911,High
2023,Europe,M3,895,106146,95000670,Low
2019,Asia,7 Series,9501,113814,1081346814,High
2021,Asia,X5,218,68029,14830322,Low
2023,Europe,7 Series,4027,52775,212524925,Low
2020,Asia,X5,4580,33817,154881860,Low
2012,South America,i8,5374,41042,220559708,Low
2021,South America,X3,8704,90244,785483776,High
2011,Africa,X1,4839,47149,228154011,Low
2021,South America,X6,2361,72025,170051025,Low
2012,North America,X5,110,66068,7267480,Low
2024,Africa,3 Series,3285,72058,236710530,Low
2020,South America,3 Series,5255,61043,320780965,Low
2014,North America,M3,2070,39096,80928720,Low
2016,Middle East,5 Series,1553,68693,106680229,Low
2011,Middle East,M5,721,94780,68336380,Low
2022,Middle East,3 Series,7555,36282,274110510,High
2024,Middle East,5 Series,5433,52854,287155782,Low
2023,Middle East,i3,4363,76655,334445765,Low
2016,South America,M3,4360,30462,132814320,Low
2015,Europe,X5,6088,102288,622729344,Low
2023,Middle East,7 Series,7870,75559,594649330,High
2016,Europe,3 Series,5082,105448,535886736,Low
2016,Africa,X5,3359,118673,398622607,Low
2018,Europe,X6,9467,61122,578641974,High
2016,Europe,3 Series,1393,71564,99688652,Low
2023,Asia,M5,8789,38000,333982000,High
2021,Europe,X3,7837,42262,331207294,High
2022,South America,7 Series,8752,60200,526870400,High
2015,South America,i8,4270,59870,255644900,Low
2019,Africa,3 Series,5999,38461,230727539,Low
2017,Asia,M5,6220,36817,229001740,Low
2016,Asia,X5,2491,60315,150244665,Low
2015,South America,i3,8502,78883,670663266,High
2013,Middle East,5 Series,792,41699,33025608,Low
2016,South America,X6,7973,84230,671565790,High
2021,Middle East,i8,8997,59911,539019267,High
2017,South America,3 Series,6064,119982,727570848,Low
2017,Africa,M5,4621,59695,275850595,Low
2021,Europe,3 Series,9450,109511,1034878950,High
2021,Middle East,X3,9866,31241,308223706,High
2013,North America,i3,4254,31955,135936570,Low
2019,Europe,i3,7470,54518,407249460,High
2018,Africa,5 Series,8022,58399,468476778,High
2012,Africa,X1,3654,31047,113445738,Low
2018,South America,X5,707,59659,42178913,Low
2012,Middle East,M5,3116,31121,96973036,Low
2022,North America,i8,5598,39340,220225320,Low
2016,South America,X6,815,108857,88718455,Low
2013,North America,M5,3640,61517,223921880,Low
2014,Europe,X1,8667,79587,689780529,High
2022,Middle East,M3,5582,37252,207940664,Low
2024,Middle East,M5,1431,74662,106841322,Low
2012,Europe,X6,6711,34676,232710636,Low
2011,Middle East,i8,2533,98386,249211738,Low
2021,Middle East,X3,5047,107591,543011777,Low
2017,Asia,7 Series,1515,50569,76612035,Low
2023,Middle East,3 Series,8613,52464,451872432,High
2016,South America,X3,3552,50105,177972960,Low
2016,North America,X5,9741,44777,436172757,High
2017,Africa,7 Series,2754,86663,238669902,Low
2022,Asia,i3,6146,111551,685592446,Low
2010,North America,i3,1951,109447,213531097,Low
2021,South America,3 Series,1075,69644,74867300,Low
2017,South America,5 Series,5746,108740,624820040,Low
2019,South America,X1,355,84809,30107195,Low
2021,South America,5 Series,9049,39004,352947196,High
2023,South America,X6,3343,36596,122340428,Low
2023,North America,X6,9042,66380,600207960,High
2014,Asia,3 Series,418,75895,31724110,Low
2017,Europe,X1,1825,50679,92489175,Low
2018,Africa,3 Series,1163,59027,68648401,Low
2022,North America,X3,9090,57581,523411290,High
2011,South America,X3,7989,108207,864465723,High
2012,Asia,X6,1076,92130,99131880,Low
2015,Middle East,5 Series,4022,53052,213375144,Low
2018,Europe,M5,7428,54682,406177896,High
2023,Europe,X1,3299,75167,247975933,Low
2019,North America,3 Series,6153,94313,580307889,Low
2019,South America,M5,2330,89814,209266620,Low
2017,Europe,7 Series,5158,69550,358738900,Low
2023,Middle East,X6,5584,110675,618009200,Low
2022,Asia,X6,8291,36701,304287991,High
2015,North America,X1,8440,42504,358733760,High
2014,North America,i3,966,116555,112592130,Low
2023,Middle East,3 Series,2410,38607,93042870,Low
2022,Middle East,X1,706,106844,75431864,Low
2012,Europe,3 Series,4543,62954,286000022,Low
2021,Europe,X5,8612,74205,639053460,High
2013,Asia,X1,2026,72608,147103808,Low
2022,Asia,M3,5590,73836,412743240,Low
2022,Africa,3 Series,2324,112569,261610356,Low
2016,Middle East,X3,4394,108355,476111870,Low
2016,South America,X3,7809,36111,281990799,High
2012,Middle East,7 Series,823,54667,44990941,Low
2013,Africa,X6,9339,80426,751098414,High
2012,Europe,i8,4763,114277,544301351,Low
2024,Asia,M5,2823,46200,130422600,Low
2024,North America,i3,8696,37655,327447880,High
2011,Asia,X6,330,61927,20435910,Low
2015,Africa,i3,5959,43040,256475360,Low
2016,North America,X6,5772,52714,304265208,Low
2013,South America,i3,3193,32770,104634610,Low
2014,North America,i8,2597,32070,83285790,Low
2017,Asia,5 Series,2388,118936,284019168,Low
2018,North America,X1,3886,48856,189854416,Low
2016,South America,M3,3163,34024,107617912,Low
2019,North America,M3,7173,39337,282164301,High
2023,North America,X6,7607,39584,301115488,High
2010,Africa,i3,3967,112836,447620412,Low
2020,Asia,M5,4616,111806,516096496,Low
2023,Europe,X5,4882,36941,180345962,Low
2012,Asia,7 Series,6482,85349,553232218,Low
2020,North America,7 Series,3925,64279,252295075,Low
2014,Africa,3 Series,7836,75233,589525788,High
2012,Asia,M3,1161,87159,101191599,Low
2024,Africa,X5,5687,100173,569683851,Low
2010,Europe,7 Series,8537,83336,711439432,High
2011,Middle East,7 Series,3272,43389,141968808,Low
2017,South America,i8,1953,69925,136563525,Low
2016,South America,X1,2559,48562,124270158,Low
2022,North America,X3,1833,119775,219547575,Low
2019,Middle East,7 Series,3664,79682,291954848,Low
2012,Africa,M5,7309,69888,510811392,High
2013,Europe,i3,3583,43240,154928920,Low
2023,Africa,X6,8964,77685,696368340,High
2022,Africa,X3,5472,52248,285901056,Low
2012,Europe,i8,5517,34504,190358568,Low
2022,South America,X5,3259,61031,198900029,Low
2013,Africa,5 Series,8421,30851,259796271,High
2017,Asia,X3,293,33790,9900470,Low
2018,Middle East,3 Series,4034,105556,425812904,Low
2016,Europe,7 Series,8019,107341,860767479,High
2018,Asia,3 Series,792,71974,57003408,Low
2023,Africa,i8,2591,91892,238092172,Low
2018,North America,M3,4263,30752,131095776,Low
2016,Middle East,M3,638,96235,61397930,Low
2016,Europe,X3,3862,78458,303004796,Low
2017,South America,5 Series,734,69181,50778854,Low
2021,Europe,7 Series,4447,83704,372231688,Low
2019,Africa,X1,604,61870,37369480,Low
2021,Asia,M5,4871,87406,425754626,Low
2021,Middle East,X5,9204,81528,750383712,High
2012,Africa,X1,5046,71213,359340798,Low
2017,South America,X6,5503,62242,342517726,Low
2010,North America,X3,8636,38663,333893668,High
2022,Africa,i8,3996,101046,403779816,Low
2024,Europe,X3,8658,80589,697739562,High
2015,Asia,X3,4243,87059,369391337,Low
2011,South America,M3,6013,62879,378091427,Low
2016,Europe,X6,3777,105857,399821889,Low
2022,Europe,X3,1171,65998,77283658,Low
2012,North America,X5,1241,87765,108916365,Low
2020,Middle East,3 Series,5736,32254,185008944,Low
2019,Middle East,X6,5087,34279,174377273,Low
2014,Asia,X6,6547,106753,698911891,Low
2019,Europe,i3,960,100080,96076800,Low
2011,Europe,i3,828,52813,43729164,Low
2010,Africa,X1,6178,49385,305100530,Low
2014,North America,5 Series,1992,113467,226026264,Low
2018,Middle East,X6,2551,84411,215332461,Low
2024,Africa,X6,8912,102794,916100128,High
2018,Europe,i8,5984,95377,570735968,Low
2016,North America,7 Series,238,94052,22384376,Low
2023,Asia,5 Series,7291,47190,344062290,High
2018,Middle East,X5,9883,46892,463433636,High
2013,Middle East,X1,1671,57930,96801030,Low
2012,Africa,X6,336,67032,22522752,Low
2020,North America,M5,6054,32881,199061574,Low
2013,Europe,M3,9958,41657,414820406,High
2024,South America,X6,2852,111366,317615832,Low
2016,South America,i3,316,116760,36896160,Low
2017,Europe,3 Series,6026,62340,375660840,Low
2011,North America,5 Series,2809,87242,245062778,Low
2014,Asia,5 Series,644,119111,76707484,Low
2014,Europe,M5,8578,113654,974924012,High
2022,South America,X3,8439,112825,952130175,High
2018,Middle East,M3,3314,119596,396341144,Low
2022,North America,i8,7434,68959,512641206,High
2022,Europe,X3,9802,41767,409400134,High
2024,Middle East,i3,6818,71537,487739266,Low
2022,Europe,i3,8917,119309,1063878353,High
2012,Middle East,i8,160,71315,11410400,Low
2021,Africa,3 Series,505,118717,59952085,Low
2015,North America,3 Series,1946,61136,118970656,Low
2024,Europe,X6,8572,57651,494184372,High
2019,North America,X6,8586,118627,1018531422,High
2021,Asia,M3,590,110755,65345450,Low
2014,South America,5 Series,3610,51152,184658720,Low
2011,South America,M3,2587,87458,226253846,Low
2011,North America,3 Series,9943,105961,1053570223,High
2013,North America,5 Series,9871,85447,843447337,High
2021,Middle East,X1,2198,30056,66063088,Low
2013,Africa,X5,958,77351,74102258,Low
2024,Middle East,7 Series,2892,52155,150832260,Low
2016,Europe,M3,2310,39119,90364890,Low
2023,Europe,X1,851,92988,79132788,Low
2021,Europe,X5,321,74861,24030381,Low
2023,Africa,M5,2919,84213,245817747,Low
2010,Europe,X1,1661,57556,95600516,Low
2020,South America,X5,2428,47254,114732712,Low
2015,Europe,X3,2360,42105,99367800,Low
2020,North America,5 Series,176,95833,16866608,Low
2022,Asia,7 Series,975,48455,47243625,Low
2018,North America,X6,7226,108411,783377886,High
2011,Europe,3 Series,6296,112606,708967376,Low
2021,Europe,X1,8702,102736,894008672,High
2014,North America,i3,4164,58749,244630836,Low
2019,North America,i8,4954,93973,465542242,Low
2024,Asia,X3,2224,79894,177684256,Low
2020,Asia,5 Series,3725,58716,218717100,Low
2019,Asia,M3,9527,108025,1029154175,High
2013,Asia,7 Series,3563,72376,257875688,Low
2013,South America,X5,6716,95345,640337020,Low
2017,Africa,X3,1436,99607,143035652,Low
2023,Middle East,7 Series,8816,49661,437811376,High
2015,Middle East,5 Series,9352,56566,529005232,High
2016,South America,3 Series,5071,64450,326825950,Low
2020,Africa,7 Series,1051,54411,57185961,Low
2021,Europe,X5,6173,42260,260870980,Low
2018,Asia,X6,451,62394,28139694,Low
2022,Africa,X1,9060,59411,538263660,High
2012,Middle East,3 Series,1354,118285,160157890,Low
2020,Asia,i3,9573,100651,963532023,High
2011,South America,X1,1202,79840,95967680,Low
2012,Europe,X3,2202,32143,70778886,Low
2024,Asia,X3,9644,69839,673527316,High
2017,North America,X6,5049,64681,326574369,Low
2022,Middle East,X1,7707,54848,422713536,High
2018,South America,3 Series,4642,64760,300615920,Low
2019,North America,i8,7367,47405,349232635,High
