Model,Category,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM
i8,Hybrid Sports Car,Petrol,Automatic,3.1,40258
i8,Hybrid Sports Car,Hybrid,Manual,2.1,122160
X1,SUV,Hybrid,Automatic,4.6,111708
7 Series,Sedan,Diesel,Manual,2.3,159673
5 Series,Sedan,Hybrid,Manual,4.7,144677
i8,Hybrid Sports Car,Diesel,Automatic,1.9,38191
3 Series,Sedan,Diesel,Manual,4.4,83813
M3,Performance Sedan,Diesel,Manual,2.1,158322
7 Series,Sedan,Electric,Manual,4.8,131477
X3,SUV,Diesel,Automatic,3.5,79529
X3,SUV,Diesel,Automatic,2.2,130493
M3,Performance Sedan,Petrol,Manual,4.5,36425
M5,Performance Sedan,Petrol,Automatic,2.9,101527
i8,Hybrid Sports Car,Hybrid,Manual,4.1,9584
i3,Electric Hatchback,Electric,Automatic,3.8,25586
3 Series,Sedan,Electric,Automatic,4,94176
M3,Performance Sedan,Diesel,Manual,2.7,63095
M3,Performance Sedan,Electric,Automatic,4.8,90901
5 Series,Sedan,Petrol,Manual,3.5,41630
3 Series,Sedan,Diesel,Automatic,1.8,82362
i8,Hybrid Sports Car,Diesel,Manual,1.7,105639
X6,SUV-Coupe,Electric,Manual,4.1,176357
7 Series,Sedan,Electric,Manual,4.5,135256
X6,SUV-Coupe,Hybrid,Manual,3.9,142096
3 Series,Sedan,Petrol,Automatic,2.5,33223
M5,Performance Sedan,Hybrid,Manual,2.3,34563
M3,Performance Sedan,Diesel,Automatic,3.5,79699
M5,Performance Sedan,Hybrid,Manual,2.2,26874
X1,SUV,Electric,Automatic,2.8,196487
i8,Hybrid Sports Car,Hybrid,Manual,3.7,156055
X5,SUV,Electric,Automatic,2.5,198952
i3,Electric Hatchback,Petrol,Automatic,2.8,154551
M5,Performance Sedan,Electric,Manual,2.8,14235
X5,SUV,Diesel,Automatic,3.1,79393
i3,Electric Hatchback,Electric,Automatic,3.9,145735
X6,SUV-Coupe,Hybrid,Automatic,4.2,87663
3 Series,Sedan,Diesel,Manual,3.8,56174
X6,SUV-Coupe,Electric,Automatic,1.6,68355
X3,SUV,Diesel,Manual,4.6,48529
X3,SUV,Diesel,Automatic,3.5,163105
i3,Electric Hatchback,Diesel,Manual,4.7,153471
X6,SUV-Coupe,Petrol,Manual,4.9,134811
X6,SUV-Coupe,Diesel,Automatic,3.1,91373
i8,Hybrid Sports Car,Electric,Automatic,4.7,113135
i8,Hybrid Sports Car,Petrol,Automatic,2.8,193957
X1,SUV,Diesel,Automatic,2.4,12657
X5,SUV,Hybrid,Automatic,1.8,108612
X3,SUV,Diesel,Manual,3.1,145784
i3,Electric Hatchback,Petrol,Manual,3.9,67747
M5,Performance Sedan,Petrol,Automatic,4.9,189445
i3,Electric Hatchback,Diesel,Manual,3.3,35891
X1,SUV,Diesel,Automatic,4.1,161911
3 Series,Sedan,Hybrid,Automatic,4.6,102182
i8,Hybrid Sports Car,Petrol,Automatic,3.4,142477
X3,SUV,Petrol,Automatic,2.1,176496
M5,Performance Sedan,Hybrid,Automatic,4.5,153388
X6,SUV-Coupe,Hybrid,Manual,3.5,195289
i8,Hybrid Sports Car,Hybrid,Automatic,4.2,160345
M5,Performance Sedan,Diesel,Automatic,3.8,49914
X3,SUV,Electric,Automatic,1.7,157100
X1,SUV,Petrol,Automatic,2.1,174065
i8,Hybrid Sports Car,Hybrid,Manual,2.5,103547
M5,Performance Sedan,Petrol,Manual,2.5,23430
M5,Performance Sedan,Electric,Manual,4.4,33551
5 Series,Sedan,Hybrid,Manual,3.6,93288
M5,Performance Sedan,Electric,Manual,1.8,183676
M5,Performance Sedan,Hybrid,Automatic,2.9,79017
M3,Performance Sedan,Electric,Automatic,3.4,62016
3 Series,Sedan,Electric,Manual,2.4,115838
5 Series,Sedan,Diesel,Manual,1.6,181733
X1,SUV,Diesel,Automatic,2.8,175154
X5,SUV,Electric,Automatic,3.1,48605
i3,Electric Hatchback,Electric,Manual,4.7,83774
i8,Hybrid Sports Car,Diesel,Automatic,4.7,152052
7 Series,Sedan,Electric,Automatic,3.3,102614
M3,Performance Sedan,Hybrid,Automatic,3.2,181377
M5,Performance Sedan,Hybrid,Automatic,3.7,131133
X5,SUV,Petrol,Automatic,2.4,112173
M3,Performance Sedan,Hybrid,Automatic,2.5,65293
X1,SUV,Petrol,Manual,1.5,2637
X1,SUV,Electric,Automatic,1.8,47658
i8,Hybrid Sports Car,Hybrid,Automatic,2.1,49536
M5,Performance Sedan,Electric,Manual,3.7,113947
7 Series,Sedan,Electric,Manual,2.2,192595
5 Series,Sedan,Hybrid,Automatic,1.9,92178
i3,Electric Hatchback,Hybrid,Automatic,3.7,128480
X6,SUV-Coupe,Hybrid,Manual,3.8,42995
X5,SUV,Diesel,Manual,1.7,197309
5 Series,Sedan,Hybrid,Manual,4.2,57315
X6,SUV-Coupe,Petrol,Automatic,3.6,132103
5 Series,Sedan,Petrol,Automatic,2.9,109158
X1,SUV,Hybrid,Manual,4.9,106451
i3,Electric Hatchback,Hybrid,Automatic,1.5,113723
X1,SUV,Electric,Manual,3.4,7211
7 Series,Sedan,Electric,Automatic,2.1,52860
X5,SUV,Diesel,Automatic,2.7,47792
M5,Performance Sedan,Petrol,Manual,2,14165
M3,Performance Sedan,Diesel,Manual,3.8,100206
7 Series,Sedan,Electric,Automatic,2.9,190681
X6,SUV-Coupe,Hybrid,Automatic,5,138671
i3,Electric Hatchback,Hybrid,Manual,3.8,17101
M3,Performance Sedan,Hybrid,Automatic,4.7,11542
X3,SUV,Petrol,Manual,2.3,176689
M3,Performance Sedan,Electric,Automatic,2.6,178
M3,Performance Sedan,Hybrid,Automatic,2.8,86596
3 Series,Sedan,Diesel,Manual,4.4,25266
X1,SUV,Petrol,Automatic,2.2,161611
M5,Performance Sedan,Diesel,Manual,4.8,123220
M5,Performance Sedan,Petrol,Manual,1.7,7440
3 Series,Sedan,Diesel,Manual,4.6,43976
M5,Performance Sedan,Petrol,Manual,3.1,105727
M3,Performance Sedan,Electric,Automatic,3.3,88784
5 Series,Sedan,Electric,Manual,5,181331
X1,SUV,Diesel,Automatic,4.5,54680
M5,Performance Sedan,Petrol,Manual,4.7,10849
X1,SUV,Electric,Automatic,3.5,47194
X1,SUV,Petrol,Automatic,4.8,151684
X5,SUV,Hybrid,Manual,3.9,174787
5 Series,Sedan,Hybrid,Automatic,4.4,171887
M3,Performance Sedan,Diesel,Automatic,4,112536
M5,Performance Sedan,Petrol,Automatic,4.2,178992
i3,Electric Hatchback,Hybrid,Automatic,3.7,46617
i8,Hybrid Sports Car,Diesel,Manual,4,187127
M5,Performance Sedan,Hybrid,Automatic,3,17150
X6,SUV-Coupe,Diesel,Manual,4,64346
i8,Hybrid Sports Car,Petrol,Automatic,2.5,101163
X6,SUV-Coupe,Diesel,Manual,3.7,109415
3 Series,Sedan,Petrol,Automatic,3.3,55968
M3,Performance Sedan,Hybrid,Manual,4.6,32188
X1,SUV,Petrol,Automatic,3.9,112904
X1,SUV,Hybrid,Manual,3.6,107170
5 Series,Sedan,Electric,Automatic,2.6,45575
M5,Performance Sedan,Petrol,Automatic,4.5,189324
X6,SUV-Coupe,Hybrid,Manual,1.7,47811
X6,SUV-Coupe,Diesel,Automatic,4.6,162216
X5,SUV,Hybrid,Automatic,3.8,113028
7 Series,Sedan,Petrol,Manual,2.2,159851
7 Series,Sedan,Petrol,Manual,4.7,121066
i8,Hybrid Sports Car,Hybrid,Manual,2.6,130829
i8,Hybrid Sports Car,Petrol,Manual,2.1,39755
i3,Electric Hatchback,Hybrid,Automatic,2.6,113156
M3,Performance Sedan,Electric,Automatic,4.9,154252
X3,SUV,Electric,Automatic,4.1,34326
M3,Performance Sedan,Petrol,Automatic,4.7,167977
X1,SUV,Hybrid,Manual,2.5,43436
7 Series,Sedan,Diesel,Manual,1.8,127524
i3,Electric Hatchback,Electric,Automatic,3.5,133182
5 Series,Sedan,Hybrid,Manual,3.2,147568
i8,Hybrid Sports Car,Electric,Manual,4,13160
X1,SUV,Petrol,Automatic,3.4,143533
3 Series,Sedan,Electric,Automatic,2.9,118264
X1,SUV,Electric,Manual,1.5,72054
3 Series,Sedan,Hybrid,Automatic,3.1,165441
M3,Performance Sedan,Hybrid,Manual,1.9,47599
i3,Electric Hatchback,Diesel,Automatic,4.7,170872
i3,Electric Hatchback,Hybrid,Manual,4.7,29390
M3,Performance Sedan,Diesel,Manual,4.3,57122
X5,SUV,Diesel,Manual,2.1,183991
3 Series,Sedan,Electric,Automatic,2,39278
M5,Performance Sedan,Hybrid,Automatic,3.5,50135
i8,Hybrid Sports Car,Electric,Automatic,4,27690
X3,SUV,Diesel,Manual,4.7,87606
M5,Performance Sedan,Hybrid,Manual,4.6,92249
X5,SUV,Petrol,Manual,2,41761
3 Series,Sedan,Electric,Manual,5,13203
X5,SUV,Petrol,Manual,2,28992
i3,Electric Hatchback,Hybrid,Manual,4.4,133583
X5,SUV,Electric,Automatic,3.6,50679
X5,SUV,Diesel,Manual,3.9,145996
X3,SUV,Electric,Automatic,3.6,150626
X6,SUV-Coupe,Hybrid,Manual,4.5,86012
M3,Performance Sedan,Hybrid,Automatic,3.7,88990
i3,Electric Hatchback,Hybrid,Manual,4.5,106156
X3,SUV,Petrol,Manual,2,72624
i8,Hybrid Sports Car,Electric,Manual,4.5,183142
M3,Performance Sedan,Petrol,Manual,5,132280
i8,Hybrid Sports Car,Petrol,Manual,3.8,156877
i3,Electric Hatchback,Petrol,Automatic,4.9,195861
M3,Performance Sedan,Hybrid,Manual,2.3,22016
i8,Hybrid Sports Car,Diesel,Manual,4.4,176761
7 Series,Sedan,Diesel,Automatic,2.1,131311
i3,Electric Hatchback,Hybrid,Automatic,3.3,122780
5 Series,Sedan,Diesel,Automatic,3.8,2382
3 Series,Sedan,Hybrid,Automatic,3.8,146920
X5,SUV,Diesel,Manual,3.8,82
i3,Electric Hatchback,Electric,Automatic,2.6,61410
i8,Hybrid Sports Car,Diesel,Automatic,4.9,21826
i3,Electric Hatchback,Diesel,Manual,1.5,67113
X6,SUV-Coupe,Petrol,Automatic,3.7,164021
X1,SUV,Diesel,Automatic,4.5,66674
X6,SUV-Coupe,Hybrid,Automatic,4.6,134226
X5,SUV,Hybrid,Automatic,4,182524
3 Series,Sedan,Petrol,Manual,3.5,40821
M3,Performance Sedan,Electric,Automatic,3.1,187501
X6,SUV-Coupe,Petrol,Automatic,3.1,63702
i3,Electric Hatchback,Petrol,Automatic,3,59710
X6,SUV-Coupe,Electric,Manual,3.9,73158
M5,Performance Sedan,Diesel,Manual,4.1,35975
i3,Electric Hatchback,Electric,Automatic,3.3,136260
X6,SUV-Coupe,Petrol,Manual,4.1,22501
7 Series,Sedan,Petrol,Manual,3.3,134389
X6,SUV-Coupe,Electric,Manual,1.8,36024
7 Series,Sedan,Hybrid,Automatic,4.5,22108
X1,SUV,Petrol,Automatic,4.5,197352
i3,Electric Hatchback,Diesel,Automatic,2.4,141084
X1,SUV,Electric,Manual,4.3,24244
M5,Performance Sedan,Hybrid,Automatic,3.3,197771
3 Series,Sedan,Diesel,Automatic,1.9,104208
M3,Performance Sedan,Diesel,Automatic,2.9,33082
X5,SUV,Hybrid,Automatic,1.8,84430
3 Series,Sedan,Diesel,Automatic,4.3,8406
X5,SUV,Diesel,Automatic,2.2,71861
M5,Performance Sedan,Petrol,Manual,2.1,159004
X1,SUV,Diesel,Manual,2.2,148215
M3,Performance Sedan,Petrol,Automatic,2.3,150247
X5,SUV,Diesel,Automatic,3.9,142890
i8,Hybrid Sports Car,Hybrid,Automatic,3.7,40306
i3,Electric Hatchback,Electric,Automatic,2,59140
X1,SUV,Hybrid,Automatic,4,163445
7 Series,Sedan,Electric,Manual,2.7,173538
X5,SUV,Petrol,Automatic,3.1,165157
5 Series,Sedan,Hybrid,Manual,1.9,105098
M3,Performance Sedan,Diesel,Automatic,4,49301
X6,SUV-Coupe,Electric,Manual,2.8,62401
7 Series,Sedan,Petrol,Manual,3.7,150412
5 Series,Sedan,Petrol,Automatic,3,76277
7 Series,Sedan,Electric,Automatic,1.7,19049
X5,SUV,Electric,Automatic,4,131183
3 Series,Sedan,Electric,Automatic,3.4,131966
5 Series,Sedan,Electric,Manual,3,178596
X5,SUV,Electric,Automatic,2.2,79538
3 Series,Sedan,Petrol,Manual,3.7,2810
X3,SUV,Diesel,Manual,2.5,151072
M3,Performance Sedan,Electric,Automatic,3,60920
i8,Hybrid Sports Car,Diesel,Manual,1.7,13111
5 Series,Sedan,Hybrid,Manual,4.2,42581
5 Series,Sedan,Electric,Manual,1.8,183356
X6,SUV-Coupe,Petrol,Automatic,4.6,102662
X1,SUV,Petrol,Manual,4.5,39269
X6,SUV-Coupe,Electric,Automatic,4.9,77572
i8,Hybrid Sports Car,Diesel,Manual,4.7,32378
M5,Performance Sedan,Electric,Manual,4.9,28473
M5,Performance Sedan,Diesel,Automatic,4.6,156448
X6,SUV-Coupe,Hybrid,Manual,1.9,3905
3 Series,Sedan,Diesel,Manual,3,21608
X1,SUV,Electric,Manual,1.8,33238
i3,Electric Hatchback,Electric,Automatic,3.4,55460
M5,Performance Sedan,Electric,Automatic,3.4,162018
X1,SUV,Hybrid,Manual,4.7,108483
i3,Electric Hatchback,Hybrid,Manual,4.9,40235
X6,SUV-Coupe,Hybrid,Automatic,2.4,65605
M3,Performance Sedan,Diesel,Automatic,3.5,160332
X5,SUV,Hybrid,Manual,3.1,181029
5 Series,Sedan,Petrol,Manual,3.4,103007
X5,SUV,Hybrid,Manual,3.4,63294
7 Series,Sedan,Electric,Manual,4.7,52597
X5,SUV,Electric,Automatic,4.6,152548
5 Series,Sedan,Hybrid,Manual,1.9,142319
3 Series,Sedan,Diesel,Manual,2.7,34517
i3,Electric Hatchback,Petrol,Manual,4.1,25698
3 Series,Sedan,Electric,Automatic,3.9,150767
M3,Performance Sedan,Electric,Manual,3.7,171303
X3,SUV,Petrol,Automatic,5,66741
7 Series,Sedan,Hybrid,Automatic,2.7,150935
X5,SUV,Petrol,Manual,3.3,35424
X3,SUV,Diesel,Automatic,4.9,196404
M3,Performance Sedan,Diesel,Automatic,3.9,132947
X3,SUV,Electric,Manual,3.8,71430
7 Series,Sedan,Electric,Automatic,2,189486
M3,Performance Sedan,Diesel,Manual,2.4,4737
X1,SUV,Hybrid,Automatic,2.8,178981
X6,SUV-Coupe,Electric,Automatic,3.1,17137
X1,SUV,Petrol,Automatic,3.2,125215
i3,Electric Hatchback,Electric,Automatic,4.7,22695
X5,SUV,Petrol,Automatic,1.9,87659
7 Series,Sedan,Electric,Manual,2.4,46721
M3,Performance Sedan,Diesel,Manual,2,131954
i3,Electric Hatchback,Electric,Automatic,4.1,56066
X1,SUV,Electric,Manual,4.9,46669
X3,SUV,Diesel,Automatic,4.6,68977
i3,Electric Hatchback,Hybrid,Automatic,4,110293
X3,SUV,Hybrid,Manual,1.6,97699
i3,Electric Hatchback,Petrol,Manual,2.7,120718
i3,Electric Hatchback,Electric,Manual,4.5,185952
M3,Performance Sedan,Electric,Automatic,3.8,68039
i3,Electric Hatchback,Hybrid,Automatic,2.2,97806
X5,SUV,Petrol,Manual,3.1,167422
X6,SUV-Coupe,Hybrid,Manual,1.8,78430
3 Series,Sedan,Diesel,Automatic,3.3,185325
M5,Performance Sedan,Petrol,Automatic,4.7,73395
X6,SUV-Coupe,Diesel,Automatic,1.6,132805
i8,Hybrid Sports Car,Electric,Automatic,3.6,47147
i8,Hybrid Sports Car,Electric,Automatic,2.3,86563
X6,SUV-Coupe,Diesel,Manual,5,142255
X6,SUV-Coupe,Hybrid,Automatic,1.7,36711
5 Series,Sedan,Diesel,Automatic,3.7,130549
X1,SUV,Hybrid,Automatic,2.4,16136
X3,SUV,Hybrid,Manual,4.6,104374
X1,SUV,Petrol,Automatic,1.9,1190
M3,Performance Sedan,Electric,Automatic,3,150454
i3,Electric Hatchback,Petrol,Automatic,2.1,103875
X3,SUV,Diesel,Manual,4.3,188601
M5,Performance Sedan,Diesel,Automatic,2.7,17640
M5,Performance Sedan,Hybrid,Manual,2.2,77496
M5,Performance Sedan,Hybrid,Manual,4,41714
M5,Performance Sedan,Electric,Automatic,4.4,32658
5 Series,Sedan,Electric,Manual,3.1,124047
X6,SUV-Coupe,Hybrid,Manual,2.8,32468
i8,Hybrid Sports Car,Hybrid,Manual,3.7,43103
X3,SUV,Diesel,Automatic,3.8,32666
i3,Electric Hatchback,Hybrid,Manual,3.8,32844
X1,SUV,Petrol,Automatic,2.5,86372
X6,SUV-Coupe,Diesel,Automatic,4.8,122106
M5,Performance Sedan,Petrol,Automatic,2.2,47248
X6,SUV-Coupe,Hybrid,Automatic,2.8,46195
X1,SUV,Electric,Manual,2.5,47652
3 Series,Sedan,Diesel,Automatic,4.8,114111
i3,Electric Hatchback,Electric,Manual,4.4,58492
X1,SUV,Electric,Manual,4.3,15252
5 Series,Sedan,Hybrid,Manual,1.5,118060
X6,SUV-Coupe,Electric,Manual,3.9,91018
5 Series,Sedan,Diesel,Manual,2.3,137450
i8,Hybrid Sports Car,Diesel,Automatic,4.9,17937
3 Series,Sedan,Hybrid,Manual,3.4,175363
M3,Performance Sedan,Hybrid,Manual,3.5,51683
M5,Performance Sedan,Petrol,Automatic,2.7,137383
X6,SUV-Coupe,Hybrid,Manual,3.4,187569
3 Series,Sedan,Petrol,Automatic,4.1,171265
3 Series,Sedan,Electric,Manual,3.5,54852
7 Series,Sedan,Diesel,Manual,3.7,110049
3 Series,Sedan,Petrol,Automatic,3.2,131299
M5,Performance Sedan,Hybrid,Manual,4,184952
i3,Electric Hatchback,Hybrid,Manual,4.6,30701
X1,SUV,Electric,Automatic,1.7,66886
i8,Hybrid Sports Car,Electric,Manual,1.9,53864
7 Series,Sedan,Petrol,Manual,3.9,198878
i3,Electric Hatchback,Electric,Automatic,2.8,102220
X6,SUV-Coupe,Petrol,Manual,2.5,159840
i3,Electric Hatchback,Diesel,Automatic,2.1,100060
7 Series,Sedan,Diesel,Manual,3.5,113657
5 Series,Sedan,Petrol,Automatic,2.7,109130
X5,SUV,Diesel,Manual,3.3,102731
X3,SUV,Diesel,Automatic,4.9,48796
7 Series,Sedan,Electric,Automatic,4.2,694
5 Series,Sedan,Hybrid,Automatic,4.3,106202
X6,SUV-Coupe,Diesel,Manual,1.9,125166
M3,Performance Sedan,Electric,Manual,2.6,115468
X6,SUV-Coupe,Hybrid,Automatic,1.9,154515
X6,SUV-Coupe,Hybrid,Automatic,4.9,4368
5 Series,Sedan,Electric,Automatic,3.9,127655
X3,SUV,Petrol,Automatic,1.6,188794
X3,SUV,Diesel,Automatic,3.2,179185
7 Series,Sedan,Diesel,Manual,2.4,67981
i8,Hybrid Sports Car,Diesel,Automatic,3.4,189325
X5,SUV,Diesel,Automatic,2.1,8668
X3,SUV,Electric,Manual,1.7,82266
7 Series,Sedan,Petrol,Manual,2.6,2903
X1,SUV,Diesel,Manual,2.5,74473
X3,SUV,Diesel,Automatic,4,124932
M3,Performance Sedan,Electric,Manual,3.2,8652
M5,Performance Sedan,Petrol,Manual,2.5,120563
X3,SUV,Electric,Manual,3.5,55733
i8,Hybrid Sports Car,Petrol,Manual,1.7,172385
X1,SUV,Petrol,Manual,3.8,43503
M5,Performance Sedan,Diesel,Manual,2,40456
M5,Performance Sedan,Petrol,Manual,2.5,161697
5 Series,Sedan,Hybrid,Automatic,2.5,47035
X5,SUV,Electric,Manual,3.1,119067
7 Series,Sedan,Electric,Automatic,4.8,132665
X6,SUV-Coupe,Petrol,Automatic,2.6,55873
7 Series,Sedan,Electric,Manual,2.5,55153
7 Series,Sedan,Hybrid,Manual,2.1,74395
3 Series,Sedan,Diesel,Automatic,2.9,142582
i3,Electric Hatchback,Diesel,Automatic,2.1,34348
3 Series,Sedan,Petrol,Manual,2,47205
X6,SUV-Coupe,Hybrid,Automatic,4.5,771
7 Series,Sedan,Hybrid,Automatic,1.7,115836
M3,Performance Sedan,Diesel,Automatic,4,18559
i3,Electric Hatchback,Hybrid,Manual,2.2,127191
M5,Performance Sedan,Petrol,Manual,1.5,41281
X1,SUV,Electric,Manual,4.3,104189
M5,Performance Sedan,Diesel,Manual,4,105533
5 Series,Sedan,Diesel,Manual,2.7,121021
3 Series,Sedan,Hybrid,Manual,1.8,197541
M3,Performance Sedan,Diesel,Automatic,2.8,175340
M3,Performance Sedan,Hybrid,Automatic,2.1,109626
M3,Performance Sedan,Electric,Manual,4.8,162336
X3,SUV,Electric,Manual,3.4,79028
i3,Electric Hatchback,Diesel,Automatic,4.9,27159
i8,Hybrid Sports Car,Petrol,Automatic,2.7,39008
5 Series,Sedan,Petrol,Manual,3.4,156129
M5,Performance Sedan,Electric,Automatic,2.2,190928
X3,SUV,Hybrid,Manual,4.3,170490
M3,Performance Sedan,Electric,Automatic,1.6,165933
3 Series,Sedan,Diesel,Automatic,3.9,129491
i8,Hybrid Sports Car,Diesel,Automatic,2.9,148200
X5,SUV,Electric,Manual,3.5,115027
X5,SUV,Electric,Manual,3.6,75478
i3,Electric Hatchback,Diesel,Automatic,4,62142
X3,SUV,Diesel,Manual,2.2,168900
7 Series,Sedan,Petrol,Manual,3.4,34781
X3,SUV,Electric,Automatic,3,165268
X1,SUV,Hybrid,Automatic,2.5,96037
7 Series,Sedan,Petrol,Manual,3.2,32997
X1,SUV,Hybrid,Automatic,4.8,96784
M5,Performance Sedan,Electric,Manual,4.8,56270
i3,Electric Hatchback,Electric,Automatic,2.5,114962
X6,SUV-Coupe,Hybrid,Manual,4.6,138010
X3,SUV,Hybrid,Automatic,4.6,145468
X1,SUV,Hybrid,Automatic,2.4,164497
X5,SUV,Petrol,Manual,3.6,23382
i3,Electric Hatchback,Diesel,Automatic,4.5,126003
i3,Electric Hatchback,Hybrid,Automatic,3.3,43947
7 Series,Sedan,Petrol,Manual,2.8,112648
3 Series,Sedan,Petrol,Manual,3.8,187986
7 Series,Sedan,Petrol,Automatic,2.1,137510
M5,Performance Sedan,Petrol,Automatic,2.1,72996
5 Series,Sedan,Petrol,Manual,4.4,76638
i8,Hybrid Sports Car,Hybrid,Manual,1.6,79199
i8,Hybrid Sports Car,Petrol,Manual,4.3,61776
i3,Electric Hatchback,Hybrid,Manual,2.5,179481
X1,SUV,Electric,Automatic,3.2,134098
M5,Performance Sedan,Petrol,Manual,3.4,18766
X6,SUV-Coupe,Diesel,Automatic,4.2,32316
i8,Hybrid Sports Car,Diesel,Manual,4.6,52360
M3,Performance Sedan,Hybrid,Automatic,4.3,82613
5 Series,Sedan,Electric,Manual,3.5,15386
i8,Hybrid Sports Car,Diesel,Manual,2.7,74735
5 Series,Sedan,Electric,Automatic,3.3,29058
7 Series,Sedan,Hybrid,Automatic,1.6,24513
i3,Electric Hatchback,Petrol,Manual,2.4,138936
X6,SUV-Coupe,Diesel,Manual,2.8,14595
i3,Electric Hatchback,Electric,Automatic,2.6,91699
X3,SUV,Diesel,Automatic,1.8,107474
X5,SUV,Electric,Manual,1.7,13376
X3,SUV,Electric,Automatic,3,91005
X5,SUV,Petrol,Automatic,1.8,53347
3 Series,Sedan,Electric,Automatic,2.5,6926
M5,Performance Sedan,Petrol,Manual,3.2,52521
X3,SUV,Petrol,Manual,2.2,8247
5 Series,Sedan,Petrol,Automatic,1.8,179797
X6,SUV-Coupe,Hybrid,Automatic,3,87628
X3,SUV,Petrol,Manual,3.1,184139
7 Series,Sedan,Petrol,Manual,4.7,34385
M5,Performance Sedan,Hybrid,Manual,1.9,21505
X6,SUV-Coupe,Diesel,Automatic,3.7,116222
X3,SUV,Diesel,Automatic,2.6,182846
X3,SUV,Diesel,Manual,1.9,1198
X3,SUV,Electric,Manual,2.9,76928
7 Series,Sedan,Hybrid,Automatic,3,78957
X6,SUV-Coupe,Hybrid,Automatic,2.8,67041
7 Series,Sedan,Diesel,Manual,4.2,173649
X1,SUV,Electric,Manual,4.4,58030
M5,Performance Sedan,Petrol,Manual,2,40580
X6,SUV-Coupe,Diesel,Manual,2.1,67059
M5,Performance Sedan,Petrol,Manual,3,25293
X3,SUV,Diesel,Automatic,2.6,62876
M5,Performance Sedan,Electric,Manual,4.4,88244
X1,SUV,Petrol,Manual,5,126197
3 Series,Sedan,Electric,Manual,2.1,95358
i8,Hybrid Sports Car,Hybrid,Automatic,4.2,99543
5 Series,Sedan,Hybrid,Manual,3.6,178186
5 Series,Sedan,Electric,Automatic,3.8,136282
i3,Electric Hatchback,Diesel,Automatic,2.4,84780
M3,Performance Sedan,Diesel,Manual,1.8,330
i3,Electric Hatchback,Petrol,Automatic,3.4,25208
X3,SUV,Hybrid,Manual,3.6,85181
X3,SUV,Petrol,Manual,4.9,197908
3 Series,Sedan,Hybrid,Manual,3.9,177717
M5,Performance Sedan,Diesel,Manual,3.1,26019
X5,SUV,Hybrid,Automatic,5,16323
M3,Performance Sedan,Hybrid,Manual,2.8,6388
3 Series,Sedan,Hybrid,Automatic,2.1,112107
X6,SUV-Coupe,Diesel,Manual,3.7,179600
X6,SUV-Coupe,Diesel,Automatic,2.4,107265
X3,SUV,Diesel,Manual,4.7,41852
i3,Electric Hatchback,Hybrid,Automatic,3,171891
X5,SUV,Electric,Automatic,2,177530
i8,Hybrid Sports Car,Petrol,Manual,2,12972
M5,Performance Sedan,Diesel,Manual,3.8,95539
X6,SUV-Coupe,Electric,Manual,2.8,71288
X6,SUV-Coupe,Petrol,Automatic,2.8,64024
i3,Electric Hatchback,Diesel,Automatic,3.6,142476
7 Series,Sedan,Petrol,Manual,2.3,142836
i8,Hybrid Sports Car,Petrol,Automatic,2,162192
X3,SUV,Petrol,Manual,3.8,132383
5 Series,Sedan,Hybrid,Manual,1.5,3639
X6,SUV-Coupe,Diesel,Manual,4.7,165166
X5,SUV,Electric,Manual,2.1,26485
5 Series,Sedan,Petrol,Automatic,3.1,59277
X1,SUV,Electric,Manual,2.2,27322
5 Series,Sedan,Diesel,Manual,2.3,27028
3 Series,Sedan,Diesel,Automatic,4.4,27808
3 Series,Sedan,Electric,Automatic,3.5,40847
7 Series,Sedan,Hybrid,Manual,2.6,2159
X6,SUV-Coupe,Hybrid,Automatic,2.4,41045
X3,SUV,Petrol,Manual,2.2,173706
M3,Performance Sedan,Electric,Automatic,3.4,174556
i8,Hybrid Sports Car,Petrol,Manual,4.1,28377
i3,Electric Hatchback,Diesel,Automatic,2.4,72826
3 Series,Sedan,Petrol,Automatic,2.7,108434
3 Series,Sedan,Electric,Manual,4,99567
i8,Hybrid Sports Car,Petrol,Automatic,4.1,108710
3 Series,Sedan,Electric,Automatic,2.2,136206
M3,Performance Sedan,Hybrid,Manual,2.8,61235
i3,Electric Hatchback,Electric,Manual,4.5,190586
X5,SUV,Diesel,Automatic,4.1,38057
5 Series,Sedan,Electric,Automatic,2.1,41277
7 Series,Sedan,Petrol,Manual,2.9,59578
X1,SUV,Hybrid,Manual,4.9,26097
i8,Hybrid Sports Car,Diesel,Automatic,3.3,142750
X5,SUV,Diesel,Automatic,4,89370
X1,SUV,Petrol,Automatic,1.8,88070
X5,SUV,Petrol,Automatic,4.4,186589
M5,Performance Sedan,Petrol,Manual,3.6,199168
7 Series,Sedan,Electric,Manual,2.1,136592
7 Series,Sedan,Electric,Automatic,2.8,3904
5 Series,Sedan,Petrol,Automatic,1.8,91882
i8,Hybrid Sports Car,Diesel,Manual,4.2,24892
5 Series,Sedan,Diesel,Automatic,4.1,6801
X5,SUV,Electric,Automatic,3.2,88108
X3,SUV,Petrol,Manual,3.1,33708
i8,Hybrid Sports Car,Diesel,Manual,3.1,158289
X5,SUV,Electric,Automatic,1.6,147987
i8,Hybrid Sports Car,Petrol,Automatic,2.8,193585
X1,SUV,Hybrid,Manual,1.9,184485
X5,SUV,Diesel,Manual,2.1,38540
